farm_id,region,crop_type,planting_date,harvest_date,area_ha,yield_kg,irrigation_type,soil_type,fertilizer_used,pesticide_used,rainfall_mm,avg_temperature_c,farmer_age,organic,planting_year,harvest_year,planting_month,growing_days,days_since_harvest
3725,North,Corn,2020-01-08,2020-04-29,28.78,130071,Sprinkler,Loam,None,Insecticide,361.5,22.7,38,No,2020,2020,2020-01,112,1869
3726,South,Soybean,2024-03-28,2024-08-23,47.68,138698,Drip,Peat,Phosphate-based,Insecticide,1202.9,11.3,25,yes,2024,2024,2024-03,148,292
3727,West,Wheat,2020-02-16,2020-07-29,26.08,65115,Drip,Clay,Organic,Mixed,1478.5,21.4,44,Yes,2020,2020,2020-02,164,1778
3728,South,Corn,2021-09-03,2022-01-17,41.05,208630,Flood,Sandy,Organic,Insecticide,639.4,25.7,49,no,2021,2022,2021-09,136,1241
3729,West,Cotton,2022-08-06,2022-11-08,27.58,45579,Sprinkler,Clay,Organic,Fungicide,1496.8,28.6,36,No,2022,2022,2022-08,94,946
3730,West,Corn,2023-10-11,2024-01-20,2.52,12837,Unknown,Sandy,Phosphate-based,Insecticide,447.9,13.5,63,No,2023,2024,2023-10,101,508
3731,South,Wheat,2024-01-12,2024-05-19,16.09,62913,Sprinkler,Sandy,Mixed,None,743.0,14.2,70,No,2024,2024,2024-01,128,388
3732,West,Soybean,2023-01-20,2023-05-31,28.99,80316,Flood,Clay,Nitrogen-based,Insecticide,1515.3,21.8,33,No,2023,2023,2023-01,131,742
3733,South,Rice,2022-05-18,2022-10-02,47.55,189269,Sprinkler,Loam,Organic,Insecticide,1354.3,35.0,33,No,2022,2022,2022-05,137,983
3734,West,Rice,2022-12-25,2023-05-12,43.03,108551,Sprinkler,Loam,Organic,Insecticide,614.0,18.9,66,no,2022,2023,2022-12,138,761
3735,West,Corn,2022-02-15,2022-05-24,11.8,54259,Sprinkler,Clay,Organic,Insecticide,332.1,20.7,65,Yes,2022,2022,2022-02,98,1114
3736,South,Wheat,2024-08-13,2025-01-04,11.4,36634,Drip,Sandy,Mixed,Mixed,180.7,20.8,49,Yes,2024,2025,2024-08,144,158
3737,South,Corn,2021-04-15,2021-09-22,10.46,48292,Drip,Sandy,Phosphate-based,Unknown,1692.0,12.0,54,No,2021,2021,2021-04,160,1358
3738,South,Wheat,2021-05-21,2021-08-27,46.16,168124,Sprinkler,Sandy,Unknown,Herbicide,242.8,29.4,64,no,2021,2021,2021-05,98,1384
3739,East,Soybean,2022-08-01,2022-12-06,42.71,107920,Drip,Loam,Phosphate-based,Mixed,318.2,16.3,52,Yes,2022,2022,2022-08,127,918
3740,South,Soybean,2021-12-09,2022-05-08,38.86,112867,Sprinkler,Loam,Nitrogen-based,Mixed,551.7,27.6,26,No,2021,2022,2021-12,150,1130
3741,East,Corn,2020-11-13,2021-02-28,19.94,102764,Sprinkler,Loam,Mixed,Insecticide,946.8,21.9,49,No,2020,2021,2020-11,107,1564
3742,West,Corn,2021-07-18,2021-10-31,25.47,122078,Sprinkler,Loam,Mixed,Mixed,1600.6,25.3,42,yes,2021,2021,2021-07,105,1319
3743,North,Rice,2021-01-21,2021-07-18,23.48,87279,Drip,Peat,Organic,Herbicide,570.2,11.3,48,Yes,2021,2021,2021-01,178,1424
3744,East,Soybean,2025-04-03,2025-08-06,13.04,27650,Unknown,Loam,Phosphate-based,Herbicide,1132.7,32.2,42,No,2025,2025,2025-04,125,-56
3745,North,Corn,2024-11-27,2025-04-08,25.5,148472,Drip,Loam,Nitrogen-based,Mixed,271.7,16.1,51,No,2024,2025,2024-11,132,64
3746,West,Barley,2024-01-24,2024-06-29,2.01,5266,Sprinkler,Sandy,Organic,Mixed,982.6,26.8,68,Yes,2024,2024,2024-01,157,347
3747,North,Corn,2024-04-16,2024-09-05,7.02,37849,Drip,Peat,Phosphate-based,Herbicide,437.5,30.0,59,yes,2024,2024,2024-04,142,279
3748,West,Soybean,2020-08-19,2021-01-23,44.39,102223,Sprinkler,Silt,Nitrogen-based,None,501.3,23.5,58,no,2020,2021,2020-08,157,1600
3749,South,Wheat,2020-03-06,2020-06-30,37.71,94751,None,Peat,Unknown,None,797.0,18.4,62,no,2020,2020,2020-03,116,1807
3750,South,Wheat,2024-07-15,2025-01-10,21.43,69643,Sprinkler,Peat,Phosphate-based,Herbicide,1546.6,34.4,30,no,2024,2025,2024-07,179,152
3751,South,Soybean,2023-09-14,2024-01-08,26.1,57941,Drip,Silt,Phosphate-based,Fungicide,1513.6,17.0,40,No,2023,2024,2023-09,116,520
3752,South,Cotton,2022-05-08,2022-10-23,18.81,35360,Sprinkler,Sandy,Organic,Insecticide,888.4,33.7,47,no,2022,2022,2022-05,168,962
3753,West,Corn,2023-06-13,2023-09-18,37.17,151039,Drip,Sandy,Organic,Insecticide,325.5,13.9,52,no,2023,2023,2023-06,97,632
3754,East,Soybean,2024-04-17,2024-07-29,39.32,91028,Drip,Loam,Nitrogen-based,Insecticide,633.3,19.7,37,No,2024,2024,2024-04,103,317
3755,West,Corn,2025-04-01,2025-09-11,38.28,192092,Flood,Peat,Organic,Mixed,1060.2,13.5,36,Yes,2025,2025,2025-04,163,-92
3756,West,Soybean,2024-12-14,2025-06-02,36.27,86764,None,Silt,Mixed,None,1751.9,10.1,35,No,2024,2025,2024-12,170,9
3757,West,Corn,2024-12-25,2025-05-31,10.62,59617,Sprinkler,Clay,Unknown,Fungicide,1939.7,16.5,46,no,2024,2025,2024-12,157,11
3758,North,Soybean,2020-02-02,2020-05-13,17.23,44015,Flood,Clay,Organic,Mixed,1311.2,12.2,55,yes,2020,2020,2020-02,101,1855
3759,West,Barley,2021-05-07,2021-10-05,23.76,97336,Sprinkler,Sandy,Organic,Herbicide,766.3,34.7,51,No,2021,2021,2021-05,151,1345
3760,South,Rice,2021-02-26,2021-08-23,16.87,71774,Flood,Loam,Nitrogen-based,Mixed,1417.6,29.0,51,no,2021,2021,2021-02,178,1388
3761,South,Wheat,2020-05-17,2020-10-31,37.87,84034,Unknown,Loam,Phosphate-based,Fungicide,738.8,10.1,64,no,2020,2020,2020-05,167,1684
3762,South,Wheat,2020-07-25,2021-01-21,16.8,48790,Drip,Clay,Nitrogen-based,Unknown,1288.4,15.6,50,yes,2020,2021,2020-07,180,1602
3763,East,Soybean,2023-05-01,2023-09-04,7.34,18002,Drip,Peat,Organic,Herbicide,563.2,26.8,31,no,2023,2023,2023-05,126,646
3764,West,Rice,2020-03-09,2020-07-31,20.25,73544,Unknown,Clay,Mixed,Fungicide,607.3,20.0,35,yes,2020,2020,2020-03,144,1776
3765,West,Soybean,2022-07-03,2022-12-17,49.01,123859,Drip,Silt,None,Insecticide,242.9,30.8,46,no,2022,2022,2022-07,167,907
3766,North,Rice,2023-05-09,2023-09-16,11.68,42211,Drip,Loam,Organic,Insecticide,898.3,22.6,64,yes,2023,2023,2023-05,130,634
3767,East,Rice,2023-10-08,2024-02-08,30.8,129350,Sprinkler,Silt,None,Herbicide,1274.5,26.3,43,yes,2023,2024,2023-10,123,489
3768,South,Cotton,2023-12-11,2024-05-16,21.93,31302,Flood,Clay,Unknown,Fungicide,1598.7,24.9,62,No,2023,2024,2023-12,157,391
3769,South,Soybean,2024-11-21,2025-05-03,4.02,11774,None,Loam,Nitrogen-based,Herbicide,1639.7,26.0,44,no,2024,2025,2024-11,163,39
3770,West,Barley,2020-04-09,2020-09-25,24.65,52679,Drip,Sandy,Organic,Insecticide,1985.6,15.8,43,no,2020,2020,2020-04,169,1720
3771,West,Rice,2021-05-16,2021-09-28,35.26,135464,Drip,Sandy,Organic,Insecticide,266.7,19.3,43,No,2021,2021,2021-05,135,1352
3772,North,Wheat,2024-02-25,2024-06-10,25.9,69160,Drip,Sandy,Mixed,Fungicide,1037.0,11.3,60,No,2024,2024,2024-02,106,366
3773,West,Barley,2020-03-31,2020-09-15,43.67,127887,Sprinkler,Silt,Organic,None,1090.6,24.7,51,No,2020,2020,2020-03,168,1730
3774,South,Corn,2022-04-03,2022-09-12,14.8,71966,Drip,Loam,Phosphate-based,Herbicide,1628.6,21.5,41,No,2022,2022,2022-04,162,1003
3775,South,Soybean,2022-06-17,2022-11-17,4.77,12375,Unknown,Peat,Phosphate-based,Herbicide,606.1,29.0,42,no,2022,2022,2022-06,153,937
3776,East,Corn,2021-04-24,2021-09-27,46.86,273352,Sprinkler,Loam,Organic,None,231.8,15.2,44,No,2021,2021,2021-04,156,1353
3777,West,Soybean,2023-01-10,2023-06-29,19.22,53589,Flood,Clay,Nitrogen-based,Herbicide,696.1,20.9,68,No,2023,2023,2023-01,170,713
3778,West,Corn,2021-03-20,2021-08-20,29.03,145940,Sprinkler,Peat,Nitrogen-based,Fungicide,1969.5,14.5,66,no,2021,2021,2021-03,153,1391
3779,South,Corn,2024-03-24,2024-08-24,39.7,212181,Sprinkler,Clay,Organic,Fungicide,1808.9,25.3,65,No,2024,2024,2024-03,153,291
3780,South,Wheat,2024-11-03,2025-02-24,16.55,64247,None,Peat,Mixed,Fungicide,851.0,31.2,32,Yes,2024,2025,2024-11,113,107
3781,West,Soybean,2024-05-08,2024-10-23,35.95,100717,Drip,Loam,Nitrogen-based,Insecticide,1764.9,29.1,64,No,2024,2024,2024-05,168,231
3782,West,Corn,2020-04-25,2020-08-22,7.2,34414,Drip,Sandy,Mixed,None,162.2,33.6,35,no,2020,2020,2020-04,119,1754
3783,South,Rice,2020-10-13,2021-04-11,14.92,71119,Drip,Loam,Mixed,Mixed,697.0,34.3,54,Yes,2020,2021,2020-10,180,1522
3784,South,Cotton,2022-10-28,2023-03-04,7.66,16219,Flood,Silt,None,Herbicide,1480.9,29.3,36,No,2022,2023,2022-10,127,830
3785,North,Soybean,2021-08-15,2021-12-07,40.66,86970,Sprinkler,Clay,Organic,Fungicide,520.8,17.2,47,No,2021,2021,2021-08,114,1282
3786,West,Wheat,2021-04-24,2021-07-23,11.52,33623,None,Peat,Organic,Mixed,476.9,15.5,30,no,2021,2021,2021-04,90,1419
3787,East,Barley,2024-07-28,2024-11-10,36.01,78561,Drip,Loam,Mixed,Fungicide,1737.4,21.2,59,no,2024,2024,2024-07,105,213
3788,West,Soybean,2025-02-19,2025-05-23,47.19,77538,Drip,Clay,Mixed,Herbicide,1270.3,34.8,39,Yes,2025,2025,2025-02,93,19
3789,South,Soybean,2024-02-07,2024-07-05,26.62,57076,Sprinkler,Loam,Nitrogen-based,Herbicide,1979.1,20.3,62,no,2024,2024,2024-02,149,341
3790,North,Barley,2023-03-25,2023-09-11,27.23,77645,Drip,Peat,Organic,Unknown,355.9,15.0,52,No,2023,2023,2023-03,170,639
3791,East,Barley,2021-10-15,2022-01-28,23.32,66525,Drip,Loam,Organic,Fungicide,776.6,33.6,31,No,2021,2022,2021-10,105,1230
3792,South,Barley,2023-03-28,2023-07-22,16.63,36704,Sprinkler,Sandy,Mixed,Fungicide,691.3,19.6,30,No,2023,2023,2023-03,116,690
3793,South,Cotton,2023-05-09,2023-10-24,24.04,30924,Drip,Peat,Mixed,Fungicide,1772.3,27.3,51,no,2023,2023,2023-05,168,596
3794,South,Soybean,2024-05-01,2024-09-21,30.34,92583,None,Sandy,Organic,Unknown,585.1,29.7,26,yes,2024,2024,2024-05,143,263
3795,East,Wheat,2023-10-09,2024-02-28,49.31,150044,Unknown,Clay,Unknown,Mixed,771.6,31.1,30,no,2023,2024,2023-10,142,469
3796,North,Cotton,2024-08-03,2024-11-06,46.92,115738,Drip,Loam,Organic,Fungicide,371.4,30.5,56,yes,2024,2024,2024-08,95,217
3797,South,Cotton,2021-10-18,2022-02-27,43.18,105772,None,Silt,Unknown,None,1573.3,30.9,53,no,2021,2022,2021-10,132,1200
3798,South,Cotton,2021-04-30,2021-09-11,44.51,98830,Drip,Clay,Mixed,Herbicide,551.6,26.7,58,Yes,2021,2021,2021-04,134,1369
3799,North,Wheat,2021-09-10,2022-02-18,23.66,71609,Sprinkler,Loam,Nitrogen-based,Fungicide,229.8,20.1,25,no,2021,2022,2021-09,161,1209
3800,West,Wheat,2024-11-29,2025-05-19,33.04,93207,Sprinkler,Sandy,Phosphate-based,Insecticide,926.7,26.7,39,No,2024,2025,2024-11,171,23
3801,West,Cotton,2020-10-20,2021-02-14,44.81,99280,Sprinkler,Sandy,Nitrogen-based,None,843.8,30.9,34,No,2020,2021,2020-10,117,1578
3802,East,Barley,2023-09-14,2023-12-14,19.95,54520,Flood,Loam,Organic,None,437.5,18.8,34,No,2023,2023,2023-09,91,545
3803,South,Soybean,2022-12-03,2023-05-23,48.11,109637,Drip,Peat,Organic,Fungicide,353.8,17.4,34,No,2022,2023,2022-12,171,750
3804,South,Corn,2021-03-28,2021-07-21,21.08,72232,Flood,Peat,Phosphate-based,Herbicide,1803.5,18.6,61,no,2021,2021,2021-03,115,1421
3805,East,Soybean,2022-04-26,2022-10-21,30.25,74682,Drip,Sandy,Phosphate-based,Herbicide,228.9,23.8,56,No,2022,2022,2022-04,178,964
3806,East,Rice,2021-09-07,2022-01-11,35.64,166011,Drip,Sandy,Nitrogen-based,Mixed,288.7,11.3,60,No,2021,2022,2021-09,126,1247
3807,North,Cotton,2021-07-17,2021-11-16,47.55,113064,Drip,Peat,Organic,Fungicide,565.6,29.5,49,No,2021,2021,2021-07,122,1303
3808,West,Soybean,2020-05-04,2020-08-10,12.61,31776,None,Clay,Unknown,Fungicide,1910.4,13.5,39,no,2020,2020,2020-05,98,1766
3809,West,Soybean,2023-02-14,2023-06-23,37.43,81100,Flood,Clay,None,Insecticide,262.2,13.3,33,yes,2023,2023,2023-02,129,719
3810,South,Wheat,2025-04-26,2025-09-01,26.28,89515,Unknown,Sandy,Phosphate-based,Insecticide,1650.4,14.9,40,No,2025,2025,2025-04,128,-82
3811,South,Wheat,2023-04-26,2023-09-27,13.79,41274,Drip,Sandy,Nitrogen-based,Fungicide,1794.9,24.4,65,no,2023,2023,2023-04,154,623
3812,East,Barley,2024-12-06,2025-05-15,38.94,103051,Drip,Peat,Nitrogen-based,Mixed,817.9,17.1,43,no,2024,2025,2024-12,160,27
3813,West,Corn,2024-02-14,2024-06-24,27.84,108800,None,Sandy,Mixed,Herbicide,658.4,19.2,70,no,2024,2024,2024-02,131,352
3814,South,Cotton,2025-02-09,2025-05-10,33.22,87406,None,Clay,Nitrogen-based,Herbicide,1387.0,33.3,68,yes,2025,2025,2025-02,90,32
3815,South,Soybean,2020-12-24,2021-04-07,16.48,45763,Unknown,Loam,Nitrogen-based,None,1435.0,31.2,36,No,2020,2021,2020-12,104,1526
3816,South,Barley,2023-07-06,2023-12-30,24.32,76739,Drip,Loam,Organic,Fungicide,1582.0,31.3,59,no,2023,2023,2023-07,177,529
3817,North,Barley,2023-10-22,2024-03-02,31.06,75712,Flood,Sandy,Mixed,Insecticide,1678.1,24.4,67,no,2023,2024,2023-10,132,466
3818,West,Barley,2022-05-24,2022-10-04,20.54,58199,Drip,Peat,Nitrogen-based,None,610.0,31.7,29,no,2022,2022,2022-05,133,981
3819,West,Corn,2023-02-12,2023-07-02,10.32,50969,Unknown,Clay,None,Insecticide,1405.2,29.5,62,yes,2023,2023,2023-02,140,710
3820,North,Corn,2022-10-12,2023-03-23,48.1,268714,Sprinkler,Clay,Phosphate-based,Herbicide,356.3,33.8,30,no,2022,2023,2022-10,162,811
3821,South,Wheat,2020-04-06,2020-09-21,25.82,93258,Flood,Loam,Nitrogen-based,Herbicide,1070.4,11.6,38,no,2020,2020,2020-04,168,1724
3822,South,Cotton,2021-12-06,2022-03-09,36.83,57813,Drip,Loam,Mixed,Mixed,1264.5,10.7,36,no,2021,2022,2021-12,93,1190
3823,South,Soybean,2025-04-12,2025-08-02,20.85,43722,Drip,Silt,Mixed,Fungicide,407.3,14.4,46,Yes,2025,2025,2025-04,112,-52
3824,East,Wheat,2023-08-10,2023-12-02,18.08,59493,Flood,Sandy,Phosphate-based,Unknown,245.4,33.2,69,yes,2023,2023,2023-08,114,557
3825,West,Wheat,2023-10-06,2024-02-15,20.65,57229,None,Sandy,Phosphate-based,Herbicide,470.0,25.1,65,No,2023,2024,2023-10,132,482
3826,South,Corn,2022-02-19,2022-07-02,20.76,116487,Sprinkler,Silt,None,Unknown,899.1,20.7,28,no,2022,2022,2022-02,133,1075
3827,North,Soybean,2024-05-28,2024-11-20,27.44,64761,Drip,Loam,Nitrogen-based,Fungicide,1786.9,22.8,67,No,2024,2024,2024-05,176,203
3828,South,Soybean,2022-12-10,2023-05-10,27.4,55668,Flood,Silt,Phosphate-based,Insecticide,1110.6,30.7,42,no,2022,2023,2022-12,151,763
3829,South,Barley,2021-10-14,2022-03-13,25.11,51753,Flood,Loam,Nitrogen-based,Mixed,1522.1,33.2,55,No,2021,2022,2021-10,150,1186
3830,South,Wheat,2023-11-27,2024-02-29,7.17,23072,Flood,Loam,Nitrogen-based,Fungicide,430.9,28.2,59,Yes,2023,2024,2023-11,94,468
3831,South,Corn,2022-05-02,2022-10-21,25.06,134860,Drip,Peat,Mixed,Insecticide,301.4,29.0,28,No,2022,2022,2022-05,172,964
3832,West,Wheat,2022-04-16,2022-08-01,8.87,30482,Drip,Loam,Organic,Mixed,555.3,18.0,33,no,2022,2022,2022-04,107,1045
3833,East,Soybean,2020-11-01,2021-04-01,6.74,17678,Drip,Loam,None,Fungicide,696.4,21.7,69,no,2020,2021,2020-11,151,1532
3834,North,Wheat,2021-09-06,2021-12-24,46.67,61098,Flood,Sandy,Phosphate-based,Herbicide,1141.4,32.1,39,Yes,2021,2021,2021-09,109,1265
3835,West,Wheat,2022-02-09,2022-07-29,30.45,98248,Flood,Silt,Mixed,Insecticide,1774.4,29.6,66,No,2022,2022,2022-02,170,1048
3836,West,Soybean,2021-01-11,2021-06-08,33.14,64737,Drip,Peat,Mixed,Insecticide,909.6,27.1,45,No,2021,2021,2021-01,148,1464
3837,South,Corn,2024-03-25,2024-08-30,20.39,73387,Sprinkler,Sandy,Phosphate-based,Insecticide,1085.7,11.6,56,Yes,2024,2024,2024-03,158,285
3838,West,Barley,2023-01-06,2023-05-18,45.49,89386,None,Clay,Mixed,Herbicide,108.8,11.0,33,yes,2023,2023,2023-01,132,755
3839,South,Soybean,2022-08-27,2023-01-23,32.08,55175,Drip,Loam,Phosphate-based,Herbicide,163.3,13.3,56,No,2022,2023,2022-08,149,870
3840,West,Cotton,2021-05-08,2021-09-27,38.57,80368,Sprinkler,Silt,None,Herbicide,259.2,24.5,40,no,2021,2021,2021-05,142,1353
3841,West,Cotton,2024-10-05,2025-01-10,18.74,33369,Drip,Peat,Phosphate-based,Unknown,1428.1,23.4,69,No,2024,2025,2024-10,97,152
3842,North,Barley,2021-04-06,2021-09-09,48.02,103818,Drip,Peat,Organic,Mixed,1023.8,33.6,29,no,2021,2021,2021-04,156,1371
3843,South,Rice,2021-09-07,2022-01-13,41.11,165009,Unknown,Loam,Organic,Fungicide,466.6,27.4,66,No,2021,2022,2021-09,128,1245
3844,North,Soybean,2024-10-22,2025-04-02,42.77,89187,Flood,Loam,Nitrogen-based,Fungicide,1225.9,17.3,55,No,2024,2025,2024-10,162,70
3845,East,Wheat,2023-12-20,2024-06-13,9.02,31042,Flood,Loam,Organic,Insecticide,1134.8,14.0,49,no,2023,2024,2023-12,176,363
3846,West,Barley,2020-10-22,2021-03-01,13.91,47420,Flood,Clay,Organic,Fungicide,268.7,31.2,25,No,2020,2021,2020-10,130,1563
3847,West,Rice,2024-07-08,2024-12-16,14.64,56648,Sprinkler,Silt,Organic,Mixed,1316.8,21.5,27,No,2024,2024,2024-07,161,177
3848,South,Barley,2022-08-06,2023-01-11,13.91,46994,Sprinkler,Sandy,Organic,Insecticide,1557.6,26.3,45,No,2022,2023,2022-08,158,882
3849,South,Corn,2025-02-16,2025-05-19,42.84,258397,Drip,Loam,Unknown,Fungicide,644.5,24.1,52,no,2025,2025,2025-02,92,23
3850,East,Rice,2020-04-28,2020-08-22,2.08,8425,Flood,Peat,Nitrogen-based,Insecticide,1406.2,12.7,27,Yes,2020,2020,2020-04,116,1754
3851,North,Soybean,2023-02-25,2023-08-07,4.27,13450,Sprinkler,Silt,Phosphate-based,Mixed,479.5,11.4,66,No,2023,2023,2023-02,163,674
3852,South,Soybean,2022-04-25,2022-10-19,14.06,31872,Sprinkler,Sandy,Mixed,Mixed,1537.8,19.4,56,no,2022,2022,2022-04,177,966
3853,East,Soybean,2022-05-03,2022-09-12,10.39,18356,Sprinkler,Silt,Mixed,Mixed,1832.4,19.0,56,yes,2022,2022,2022-05,132,1003
3854,East,Soybean,2023-02-15,2023-06-30,11.98,22966,Flood,Loam,Nitrogen-based,Unknown,939.5,26.8,54,yes,2023,2023,2023-02,135,712
3855,South,Soybean,2022-12-21,2023-03-29,40.0,89984,Unknown,Sandy,Phosphate-based,Herbicide,564.8,25.8,37,Yes,2022,2023,2022-12,98,805
3856,East,Soybean,2020-10-01,2021-01-18,28.37,76609,Drip,Clay,Organic,None,858.4,34.2,58,no,2020,2021,2020-10,109,1605
3857,East,Rice,2022-03-06,2022-07-09,0.79,2612,Sprinkler,Clay,None,Insecticide,575.1,31.5,28,no,2022,2022,2022-03,125,1068
3858,South,Wheat,2021-05-12,2021-08-13,21.75,58635,Flood,Loam,Phosphate-based,Insecticide,102.4,22.4,42,no,2021,2021,2021-05,93,1398
3859,South,Corn,2021-06-06,2021-10-17,20.69,84061,Sprinkler,Clay,Phosphate-based,Herbicide,1335.9,22.5,56,no,2021,2021,2021-06,133,1333
3860,South,Barley,2021-02-20,2021-07-08,6.14,15508,Drip,Sandy,Mixed,Fungicide,180.8,26.9,38,yes,2021,2021,2021-02,138,1434
3861,South,Rice,2021-11-07,2022-04-26,33.97,163247,Drip,Clay,Phosphate-based,Herbicide,499.7,12.9,56,yes,2021,2022,2021-11,170,1142
3862,West,Corn,2023-08-17,2024-01-22,35.25,185703,Sprinkler,Loam,Organic,Mixed,1472.7,35.0,30,no,2023,2024,2023-08,158,506
3863,West,Wheat,2020-06-10,2020-09-29,36.18,99146,Sprinkler,Clay,Mixed,Herbicide,1364.9,23.0,67,no,2020,2020,2020-06,111,1716
3864,South,Soybean,2025-03-03,2025-08-13,36.56,108132,Sprinkler,Silt,Phosphate-based,Insecticide,239.3,32.7,41,no,2025,2025,2025-03,163,-63
3865,East,Rice,2022-07-10,2022-12-24,0.5,2007,Drip,Silt,Mixed,Fungicide,1354.1,34.2,32,no,2022,2022,2022-07,167,900
3866,East,Wheat,2024-09-30,2025-02-16,47.72,146030,Flood,Clay,Phosphate-based,Fungicide,1868.1,24.5,59,No,2024,2025,2024-09,139,115
3867,South,Rice,2022-01-29,2022-05-22,40.8,191175,Sprinkler,Peat,Organic,None,241.6,12.6,48,yes,2022,2022,2022-01,113,1116
3868,South,Wheat,2020-07-08,2020-12-21,45.25,128773,Sprinkler,Clay,None,Mixed,889.8,24.3,27,No,2020,2020,2020-07,166,1633
3869,South,Rice,2023-01-01,2023-04-15,1.27,5778,Drip,Sandy,Organic,Insecticide,1485.9,24.9,41,No,2023,2023,2023-01,104,788
3870,East,Wheat,2024-01-23,2024-05-31,46.73,157957,Drip,Sandy,None,Mixed,1368.7,29.7,60,No,2024,2024,2024-01,129,376
3871,West,Cotton,2024-08-25,2025-02-21,40.58,79388,Flood,Sandy,Organic,Mixed,530.4,11.2,64,No,2024,2025,2024-08,180,110
3872,North,Rice,2021-01-25,2021-06-04,41.94,132626,None,Sandy,Nitrogen-based,Insecticide,409.8,21.7,41,Yes,2021,2021,2021-01,130,1468
3873,North,Barley,2020-04-15,2020-10-12,5.12,14363,Sprinkler,Silt,Mixed,Mixed,1590.1,33.1,54,yes,2020,2020,2020-04,180,1703
3874,South,Wheat,2021-07-03,2021-10-05,37.07,130181,Drip,Clay,Mixed,Mixed,1916.9,34.8,49,No,2021,2021,2021-07,94,1345
3875,South,Corn,2022-02-11,2022-06-15,48.02,269623,Sprinkler,Peat,Phosphate-based,Mixed,1558.4,14.8,46,no,2022,2022,2022-02,124,1092
3876,South,Soybean,2023-10-11,2024-03-01,34.09,107088,Drip,Silt,Unknown,Mixed,1930.1,31.8,61,No,2023,2024,2023-10,142,467
3877,South,Rice,2023-05-23,2023-09-01,28.74,106503,Drip,Peat,Organic,Mixed,1249.5,13.7,35,no,2023,2023,2023-05,101,649
3878,South,Cotton,2023-05-19,2023-10-19,47.31,105680,Flood,Peat,Phosphate-based,Insecticide,1865.3,31.0,36,No,2023,2023,2023-05,153,601
3879,North,Soybean,2020-03-21,2020-07-19,22.43,47610,Sprinkler,Peat,Organic,Herbicide,1411.8,16.9,45,no,2020,2020,2020-03,120,1788
3880,East,Soybean,2024-11-24,2025-04-10,30.17,77705,Unknown,Sandy,Mixed,Mixed,1826.9,34.0,39,No,2024,2025,2024-11,137,62
3881,South,Barley,2020-05-29,2020-10-23,24.08,78603,None,Sandy,Mixed,Fungicide,407.0,27.4,36,No,2020,2020,2020-05,147,1692
3882,East,Cotton,2021-01-20,2021-05-28,46.68,106053,Flood,Sandy,Nitrogen-based,Herbicide,1649.6,20.0,46,no,2021,2021,2021-01,128,1475
3883,East,Corn,2024-07-05,2024-10-30,4.27,21680,None,Loam,Phosphate-based,Herbicide,473.8,17.0,63,No,2024,2024,2024-07,117,224
3884,South,Soybean,2024-04-08,2024-09-12,25.31,60730,Sprinkler,Loam,Organic,Fungicide,152.1,15.9,59,no,2024,2024,2024-04,157,272
3885,East,Cotton,2023-04-18,2023-08-24,34.5,58703,Drip,Sandy,Phosphate-based,Insecticide,1083.4,27.0,66,No,2023,2023,2023-04,128,657
3886,North,Wheat,2024-01-23,2024-05-14,39.7,115066,Flood,Clay,Unknown,None,704.7,32.4,40,No,2024,2024,2024-01,112,393
3887,West,Cotton,2023-10-07,2024-01-19,29.36,47179,Sprinkler,Peat,Organic,None,182.7,28.9,57,Yes,2023,2024,2023-10,104,509
3888,West,Wheat,2023-02-18,2023-07-05,45.49,129444,Sprinkler,Silt,Phosphate-based,Fungicide,1962.6,30.9,67,Yes,2023,2023,2023-02,137,707
3889,West,Wheat,2021-03-20,2021-06-22,47.13,103082,Unknown,Peat,Phosphate-based,Herbicide,1366.3,29.5,38,No,2021,2021,2021-03,94,1450
3890,South,Soybean,2022-09-08,2023-01-01,3.68,7380,Flood,Peat,Phosphate-based,Insecticide,1813.4,34.5,42,no,2022,2023,2022-09,115,892
3891,South,Soybean,2021-03-03,2021-06-12,20.42,57580,Drip,Peat,Nitrogen-based,Fungicide,1998.3,28.9,68,no,2021,2021,2021-03,101,1460
3892,South,Cotton,2024-11-15,2025-04-10,1.66,3689,Flood,Sandy,Phosphate-based,Fungicide,844.7,15.3,40,no,2024,2025,2024-11,146,62
3893,North,Soybean,2025-01-31,2025-07-04,16.81,40204,Drip,Sandy,Phosphate-based,Herbicide,584.0,29.8,64,no,2025,2025,2025-01,154,-23
3894,East,Cotton,2021-11-12,2022-02-13,27.07,54665,Sprinkler,Clay,Mixed,None,449.4,18.1,27,No,2021,2022,2021-11,93,1214
3895,West,Wheat,2021-09-12,2022-02-10,45.58,140819,None,Peat,Mixed,Insecticide,1078.9,34.9,67,No,2021,2022,2021-09,151,1217
3896,South,Corn,2025-02-04,2025-07-08,42.4,226638,Sprinkler,Loam,Phosphate-based,Fungicide,1251.6,19.4,50,no,2025,2025,2025-02,154,-27
3897,North,Rice,2020-02-01,2020-05-20,6.81,28683,Drip,Sandy,Phosphate-based,None,997.6,17.3,39,No,2020,2020,2020-02,109,1848
3898,West,Cotton,2021-03-09,2021-07-01,5.11,8170,Drip,Loam,Nitrogen-based,Insecticide,835.8,16.0,60,no,2021,2021,2021-03,114,1441
3899,East,Soybean,2025-04-03,2025-08-14,29.67,46992,Unknown,Peat,Organic,Mixed,419.7,26.5,51,yes,2025,2025,2025-04,133,-64
