Farm_ID,Region,Crop_Type,Planting_Date,Harvest_Date,Area_ha,Yield_kg,Irrigation_Type,Soil_Type,Fertilizer_Used,Pesticide_Used,Rainfall_mm,Avg_Temperature_C,Farmer_Age,Organic
3281,west,corn,30/03/2023,14/07/2023,8.16,32758,Floo d,PEAT,mixd,Herbicide,1325.5,14.2,53,Yes
3282,west,Corn,28/03/2023,08/08/2023,22.85,118783,DRIp,Si lt,Non,Insectcide,1782.7,10.5,50,No
3283,South,Cotton,11/04/2021,20/07/2021,20.7,37659,flood,Peat,Mi xed,mix ed,1161.3,16.7,60,No
3284,South,cotton,17/01/2024,15/06/2024,34.53,63375,none,silt,Organic,Herbicide,1406.4,17.7,62,yes
3285,west,rice,15/04/2020,25/09/2020,12.87,64063,Sprink ler,Cly,Phosphate-based,Mixed,1353.9,34.9,42,No
3286,west,corn,10/04/2023,15/07/2023,32.19,153794,sprnkler,Cly,Mi xed,Insecticide,1147.2,34.8,53,no
3287,suoth,corn,10/09/2022,17/02/2023,43.94,239033,Sprinkler,loam,Organic,Nne,690.4,14.7,55,no
3288,West,cotton,15/12/2020,05/05/2021,21.2,42736,flood,clay,Nitrogen-based,Mixed,817.8,15.3,66,No
3289,East,corn,09/12/2022,11/04/2023,45.6,181651,None,Silt,phosphate based,mixed,699.8,22.3,37,no
3290,South,Barley,12/07/2023,20/10/2023,49.66,100568,Flod,Silt,None,Herbicid,1843.2,13.7,54,no
3291,suoth,corn,16/01/2024,05/06/2024,5.75,30852,Sprink ler,SANDY,Phyosphate-based,Herbicid,1670.6,22.6,31,No
3292,suoth,wheat,23/06/2023,24/11/2023,12.04,45352,Drip,loam,Non,Insecticide,1200.8,20,64,no
3293,East,Soy,05/05/2024,27/09/2024,47.54,124465,Floo d,SANDY,organik,Mixed,1833.3,18.1,30,Yes
3294,suoth,Rice,18/09/2024,16/03/2025,47.94,209711,DRIp,Peet,Organic,None,1784.2,30.6,26,no
3295,West,Barley,17/02/2022,03/06/2022,5.34,12922,Flood,clay,MIXED,herbicide,1862.6,30.7,32,no
3296,west,corn,29/10/2020,13/02/2021,1.24,7143,Dr ip,Cl ay,Organic,fungicid,521.4,34.7,34,no
3297,Soth,Soybeans,09/08/2024,07/01/2025,8.47,24359,Flod,clay,none,Insecticide,1463.3,15.6,68,Yes
3298,East,Corn,26/10/2023,04/04/2024,49.8,222996,sprnkler,LOAM,nitrogen based,Herbicid,1257.5,32.2,67,Yes
3299,west,Soybean,11/05/2021,03/09/2021,9.41,25449,None,Sandy,ORGANIC,MIXED,1494.3,23.4,46,no
3300,west,rice,05/03/2020,04/08/2020,25.38,74620,sprnkler,Clay,Nitrogen-based,mix ed,600.4,24.8,34,no
3301,North,corn,18/03/2023,05/08/2023,42.5,235574,Nne,San dy,Organic,mix ed,1420.1,32.4,59,no
3302,East,Wheat,25/04/2025,15/10/2025,1.51,4141,Dr ip,Si lt,phosphate based,herbicide,878.7,33.6,43,no
3303,suoth,wheat,05/12/2023,16/05/2024,30.42,74461,Nne,Cly,Phosphate-based,mix ed,1684.8,28.2,28,no
3304,Soth,Corn,13/08/2020,06/12/2020,14.21,75341,None,LOAM,Nitrogen-based,Fungi cide,1611.2,18.7,43,no
3305,East,Soybeans,25/01/2021,05/07/2021,43.19,79279,Drip,Clay,Organic,Herbicide,501.6,22.2,65,no
3306,suoth,wheat,08/02/2020,25/07/2020,14.53,45828,Sprinkler,Cl ay,nitrogen based,Fungicide,449.3,25.4,44,Yes
3307,west,Soy,22/06/2022,26/11/2022,34.49,71580,DRIp,clay,phosphate based,None,1463.7,30.7,28,no
3308,Soth,corn,04/10/2021,02/02/2022,33.87,135151,Sprinkler,Silt,ORGANIC,fungicid,1145.9,26.4,50,yes
3309,suoth,rice,07/05/2022,05/09/2022,11.46,46251,Drip,peat,None,Fungi cide,1158.7,19.1,27,no
3310,West,Soy,06/11/2020,13/02/2021,2.22,5406,Sprink ler,San dy,organik,Fungi cide,1529.8,20.4,54,no
3311,suoth,corn,25/04/2022,27/08/2022,20.76,126482,Sprink ler,Si lt,Phyosphate-based,Herbicide,1724.4,11.3,60,No
3312,North,Cotton,15/11/2023,08/04/2024,14.82,23927,Dr ip,Lom,Mi xed,Fungicide,554,33.1,65,no
3313,west,Rice,21/02/2021,02/07/2021,40.54,195606,Flod,PEAT,None,Herbicide,1155.5,12.2,30,no
3314,suoth,Soy,20/04/2022,14/10/2022,40.12,83184,sprnkler,silt,ORGANIC,mix ed,1675,24.5,63,No
3315,South,Rice,24/10/2022,05/04/2023,23.12,105234,Sprink ler,Lom,none,fungicid,1758.3,31.8,51,no
3316,South,Corn,06/05/2024,15/08/2024,30.52,177918,dripp,sand,ORGANIC,none,646.1,20.5,40,yes
3317,North,barlay,06/06/2023,18/09/2023,30.41,89253,None,San dy,Nitrogen-based,Herbicide,297.9,30,40,No
3318,West,Cotton,28/02/2025,22/08/2025,41.44,73046,Flod,Peet,MIXED,Fungicide,542.4,30.1,70,no
3319,west,Soybean,23/08/2022,12/01/2023,21.54,41548,Flood,Silt,Non,Insectcide,1896.4,11.5,60,no
3320,East,Barley,22/11/2024,15/04/2025,14.13,27980,None,loam,phosphate based,Fungi cide,978.7,20.3,58,No
3321,North,Rice,03/10/2024,16/02/2025,13.62,69616,Dr ip,Silt,Nitrogen-based,herbicide,895.3,27.3,63,no
3322,West,Cotton,15/02/2024,28/06/2024,27.04,51671,Sprink ler,peat,Mixed,Fungicide,124.9,20.6,48,Yes
3323,East,barlay,29/01/2024,22/05/2024,22.73,53098,Sprink ler,Clay,Nitrogn-based,Herbicide,196.9,23.6,63,No
3324,South,rice,07/05/2020,15/09/2020,22.29,73871,Flod,Peat,none,insecticide,1370.5,24.9,30,Yes
3325,South,Rice,16/12/2023,28/04/2024,5.01,20544,None,San dy,MIXED,mixed,1220.7,13.8,44,No
3326,East,cotton,09/10/2020,24/03/2021,36.07,67867,DRIp,SANDY,Non,Fungicide,1193.5,20.3,33,no
3327,North,Soybeans,28/11/2022,20/05/2023,11.08,19725,none,Silt,nitrogen based,None,309.6,10.7,45,no
3328,South,Soybean,28/02/2021,01/06/2021,10.25,28948,Dr ip,Peat,mixd,mixed,768.9,13.7,35,no
3329,west,Soybeans,22/02/2023,01/07/2023,20.93,54954,None,Loam,Non,Herbicide,1643.5,22.8,54,No
3330,Soth,rice,27/10/2021,15/02/2022,11.78,60124,Flod,Sandy,nitrogen based,fungicid,432.3,24.3,25,yes
3331,suoth,corn,18/09/2023,30/01/2024,29.4,172154,Sprinkler,Peat,Mixed,insecticide,1777.1,13.7,51,No
3332,East,Rice,06/09/2022,21/02/2023,18.89,40445,Flood,peat,Mi xed,Herbicid,330.8,28.9,30,no
3333,East,corn,12/12/2022,07/05/2023,22.72,137745,none,Si lt,Phyosphate-based,Herbicide,421.4,19.3,67,No
3334,South,Wheat,10/02/2022,29/07/2022,27.09,95989,Drip,PEAT,ORGANIC,Herbicide,1007.7,33,31,No
3335,North,Rice,04/10/2021,20/01/2022,10.58,37645,Drip,SANDY,Phyosphate-based,MIXED,1896.1,19.7,46,no
3336,west,Cotton,20/12/2020,15/05/2021,8.21,15354,Dr ip,silt,Phyosphate-based,MIXED,726.1,13.7,58,No
3337,North,Soybean,30/07/2022,02/11/2022,44.08,117005,Flood,Lom,Phyosphate-based,Insectcide,1350.6,28.9,44,no
3338,West,corn,11/02/2025,10/06/2025,21.97,93138,Dr ip,LOAM,mixd,Nne,1218.5,24.2,69,No
3339,West,Rice,27/12/2022,21/04/2023,20.9,80556,Drip,clay,Non,MIXED,384.3,19.7,69,Yes
3340,Soth,Wheat,02/12/2021,28/05/2022,2.26,7797,none,Peat,Organic,Insectcide,571.5,18.9,39,No
3341,South,Soybeans,23/01/2023,09/06/2023,25.15,67757,none,Silt,Phosphate-based,Insectcide,1867.3,13.8,33,no
3342,South,Cotton,26/12/2021,14/04/2022,27.93,50273,SPRINKLER,SANDY,Mi xed,Insecticide,451.2,18.5,42,no
3343,South,cotton,16/10/2023,24/01/2024,28.16,64960,DRIp,SANDY,Nitrogn-based,Insecticide,1420.5,10.7,70,No
3344,Soth,Rice,30/04/2024,12/08/2024,35.5,148451,SPRINKLER,loam,Mi xed,insecticide,1932.9,22.6,70,no
3345,West,cotton,11/11/2024,15/02/2025,9.29,19328,Sprink ler,Silt,MIXED,Fungicide,327.1,32.4,60,yes
3346,North,Corn,16/01/2024,16/05/2024,12.99,59933,None,Lom,MIXED,Insectcide,858.4,29.9,70,No
3347,Soth,rice,26/10/2023,12/04/2024,40.63,162360,None,Silt,MIXED,MIXED,525.5,10.7,66,No
3348,Soth,Soybean,10/08/2023,26/11/2023,47.38,104696,SPRINKLER,loam,mixd,Herbicid,521,32,54,yes
3349,North,Rice,03/07/2024,06/11/2024,7.23,20501,Sprink ler,peat,Mixed,insecticide,326.1,21.3,35,no
3350,South,Soy,20/11/2023,19/02/2024,25.13,60188,Dr ip,Sandy,Phyosphate-based,Herbicid,1334.1,14.8,57,No
3351,west,Wheat,25/06/2021,05/11/2021,11.1,32689,none,Loam,None,Fungi cide,1518.1,28.8,70,no
3352,North,wheat,03/06/2023,28/11/2023,3.47,10624,None,Silt,Organic,Nne,1385.9,18.1,64,no
3353,West,wheat,18/09/2022,31/12/2022,16.61,58890,dripp,loam,Organic,Herbicide,1856.8,16.3,30,Yes
3354,East,corn,28/01/2021,06/06/2021,7.61,34327,None,Si lt,None,Mixed,376.8,14,67,No
3355,East,barlay,19/05/2021,13/10/2021,35.64,94287,Drip,peat,Organic,Herbicide,707.7,22.2,70,no
3356,suoth,Soy,25/07/2021,22/12/2021,26.92,75034,Dr ip,Peat,MIXED,Fungicide,754.7,12.3,63,Yes
3357,suoth,Corn,16/02/2023,19/05/2023,7.62,33799,None,sand,Phosphate-based,mixed,541,29.6,46,no
3358,Soth,Soybean,03/09/2021,13/01/2022,0.96,2455,None,Si lt,ORGANIC,insecticide,370.2,21.8,63,no
3359,East,Soybeans,05/04/2021,30/07/2021,40.5,95049,Flod,clay,phosphate based,Herbicide,1024.7,21.2,43,Yes
3360,west,Cotton,12/04/2025,17/09/2025,9.22,17766,sprnkler,silt,Nitrogn-based,Herbicid,1685.4,10,46,Yes
3361,South,cotton,01/09/2021,27/12/2021,30.51,67959,Floo d,clay,Organic,Mixed,1913.6,30.4,55,yes
3362,West,Corn,28/04/2024,22/08/2024,17.18,81088,dripp,peat,mixd,Insecticide,345.7,22.3,66,No
3363,suoth,corn,14/08/2021,20/01/2022,29.48,164883,Sprink ler,Clay,ORGANIC,fungicid,1664,21,49,no
3364,west,Cotton,14/12/2023,18/05/2024,16.12,22798,Drip,sand,Phyosphate-based,Fungi cide,1666.7,29,65,No
3365,West,wheat,28/02/2021,01/07/2021,4.8,11312,sprnkler,LOAM,ORGANIC,Insectcide,839.1,11.6,54,No
3366,West,Soybeans,14/11/2023,22/04/2024,11.54,18817,None,Sandy,Nitrogn-based,Fungi cide,309.1,19.2,69,No
3367,South,corn,14/12/2023,13/05/2024,9.81,40472,None,Sandy,Mixed,Herbicid,1981,24.4,28,no
3368,Soth,Wheat,28/09/2022,16/03/2023,21.69,83193,Floo d,Peet,Organic,Insectcide,1345.6,21.5,50,no
3369,East,cotton,11/10/2021,27/01/2022,33.09,66005,Sprinkler,Cly,Mi xed,fungicid,1966.2,14.5,31,no
3370,South,barlay,09/09/2022,06/03/2023,13.56,33860,Floo d,Si lt,Non,Herbicide,1018.9,17.5,64,Yes
3371,west,Soy,15/12/2021,12/06/2022,1.1,3072,dripp,Sandy,nitrogen based,herbicide,850.9,17.5,36,no
3372,Soth,Rice,21/02/2023,15/08/2023,26.19,119279,dripp,Clay,MIXED,Fungicide,569.7,34.8,25,no
3373,west,Corn,27/03/2025,27/06/2025,30.49,124532,Dr ip,LOAM,MIXED,Fungicide,1968.8,18.2,30,no
3374,Soth,rice,28/03/2025,13/08/2025,48.16,264827,Sprink ler,PEAT,organik,Insectcide,581.2,15.1,25,No
3375,suoth,Rice,16/06/2024,27/11/2024,29.68,123640,Sprinkler,Sandy,Organic,Fungi cide,145.1,30.6,32,no
3376,west,barlay,17/01/2024,09/07/2024,23.82,70721,Floo d,Lom,Phyosphate-based,Insectcide,1073.7,20.5,68,Yes
3377,South,Cotton,14/07/2021,18/12/2021,28.88,62068,None,Sandy,none,MIXED,816.4,21.1,57,yes
3378,Soth,wheat,12/08/2021,15/11/2021,46.43,149635,Sprink ler,Sandy,Nitrogn-based,Fungi cide,596.6,23.7,28,no
3379,Soth,Rice,06/09/2020,06/01/2021,41.5,150525,dripp,LOAM,phosphate based,Herbicid,1305.8,24.9,64,no
3380,West,Soy,20/03/2023,09/07/2023,16.49,54288,Nne,Cl ay,nitrogen based,Insecticide,792.1,24.8,30,no
3381,West,Barley,17/10/2023,22/01/2024,12.24,32805,Sprinkler,Cl ay,organik,fungicid,864.3,10.9,69,no
3382,North,Cotton,17/01/2023,23/05/2023,13.5,30877,Sprinkler,Cly,Nitrogn-based,MIXED,143.8,30.5,27,no
3383,west,cotton,16/02/2022,11/06/2022,25.47,47311,None,Loam,MIXED,Herbicide,1219.2,14.9,39,Yes
3384,West,corn,08/01/2025,06/07/2025,37.33,168388,Drip,Sandy,Phosphate-based,Insectcide,331.9,17.3,30,No
3385,North,barlay,19/03/2022,04/09/2022,25.41,91445,Dr ip,SANDY,Phyosphate-based,Nne,506.2,14.3,30,No
3386,suoth,cotton,03/08/2024,05/12/2024,3.86,7594,Dr ip,clay,ORGANIC,herbicide,1462.5,29.2,61,yes
3387,suoth,Rice,07/12/2021,13/03/2022,36.32,144536,dripp,Silt,organik,fungicid,695.2,24.6,51,No
3388,West,Soybean,02/05/2024,28/09/2024,40.4,105296,None,Clay,organik,none,410.1,28.9,66,no
3389,west,Cotton,05/07/2024,25/12/2024,14.83,41235,None,peat,nitrogen based,Fungicide,1197.1,26.3,65,No
3390,Soth,barlay,26/10/2020,25/01/2021,33.37,123832,flood,Loam,ORGANIC,mix ed,508.3,12.6,70,no
3391,East,corn,17/08/2021,23/11/2021,21.62,128916,Floo d,PEAT,nitrogen based,mixed,614.9,17.5,29,no
3392,west,Soybeans,27/03/2020,13/08/2020,44.51,158905,DRIp,Cly,Phyosphate-based,Herbicide,1280.5,22.7,63,no
3393,South,wheat,12/08/2021,02/02/2022,42.34,109022,flood,Cly,phosphate based,Fungi cide,1505.7,17.6,41,No
3394,suoth,Wheat,02/01/2024,05/05/2024,26.51,87354,Sprink ler,Si lt,Organic,mix ed,1505.4,15.2,47,no
3395,West,wheat,10/06/2020,01/12/2020,34.73,105374,none,peat,phosphate based,none,1016.3,31.7,41,Yes
3396,West,cotton,10/12/2021,02/06/2022,44.23,64985,None,San dy,Phyosphate-based,Insecticide,963.2,28.7,65,No
3397,Soth,cotton,07/03/2025,21/07/2025,25.04,53558,Floo d,Peat,None,mix ed,1596.5,18.6,47,No
3398,South,Cotton,24/06/2022,05/10/2022,16.01,29662,sprnkler,sand,none,Herbicide,466.8,29.1,63,no
3399,Soth,Soybean,05/09/2023,06/12/2023,37.81,116268,Flood,SANDY,Phosphate-based,mix ed,389.2,25.7,57,no
3400,South,Rice,09/06/2021,14/10/2021,11.39,42860,Flod,Peat,Nitrogen-based,insecticide,1362.9,10.1,26,No
3401,East,barlay,10/03/2024,30/08/2024,19.73,51499,DRIp,Peat,Organic,none,878.1,19.5,34,no
3402,suoth,Rice,08/09/2022,25/01/2023,43.35,213275,None,Lom,none,Insectcide,1449,17.3,43,No
3403,West,Cotton,14/03/2021,11/07/2021,36.36,72006,Nne,Sandy,Organic,Herbicid,587.5,15.4,64,No
3404,West,wheat,17/02/2021,05/07/2021,20.49,72192,none,Cly,Mi xed,herbicide,717.3,16.3,33,No
3405,East,cotton,22/08/2024,24/01/2025,11.13,23676,Nne,San dy,Phyosphate-based,insecticide,1803.7,33.6,39,no
3406,North,corn,08/01/2023,07/07/2023,18.12,96549,Dr ip,Silt,nitrogen based,Insectcide,901.1,22.2,67,No
3407,suoth,barlay,09/07/2021,19/10/2021,14.56,39275,None,PEAT,MIXED,Insectcide,1222.8,31.2,48,No
3408,Soth,Wheat,25/03/2025,02/08/2025,9.22,29743,Nne,Silt,Phosphate-based,none,302.7,15.4,36,No
3409,East,barlay,25/02/2023,27/07/2023,37.29,102352,DRIp,Silt,Phyosphate-based,Mixed,439.8,14.4,46,No
3410,Soth,Cotton,26/11/2023,10/05/2024,12.98,22829,dripp,Si lt,ORGANIC,Insectcide,168.2,32.2,42,Yes
3411,west,corn,10/07/2021,15/12/2021,22.98,113103,DRIp,Silt,nitrogen based,Mixed,906.3,22.4,26,Yes
3412,West,rice,08/10/2020,17/01/2021,19.6,93544,DRIp,Peat,Organic,Mixed,1978.9,32.4,39,No
3413,Soth,corn,11/08/2020,02/12/2020,49.11,265292,sprnkler,Cly,Nitrogen-based,Herbicid,1760.4,11.6,66,no
3414,South,Soybeans,14/06/2023,07/10/2023,19.86,55372,Floo d,peat,None,None,1302.5,32.9,63,No
3415,Soth,barlay,26/02/2024,29/07/2024,4.46,12490,None,San dy,organik,mix ed,1736.1,20.4,33,No
3416,west,barlay,16/04/2023,11/09/2023,4.95,9831,none,SANDY,Non,Fungi cide,1228.9,13.9,46,No
3417,suoth,Soy,05/05/2021,13/10/2021,29.74,60728,Flod,silt,Nitrogen-based,Nne,800.7,27.1,41,No
3418,West,Barley,11/05/2021,11/08/2021,30.17,80813,Sprinkler,clay,Mixed,fungicid,429.7,29.9,38,No
3419,East,Wheat,13/04/2020,17/07/2020,21.23,52846,SPRINKLER,Sandy,Nitrogen-based,None,1340.8,11.2,55,Yes
3420,west,Corn,03/10/2023,01/02/2024,21.88,100795,Drip,Cl ay,Mixed,None,466.8,34.7,65,Yes
3421,West,Soybean,27/01/2025,03/07/2025,3.17,7258,Flood,clay,Phosphate-based,insecticide,893.1,27.4,31,No
3422,Soth,Barley,23/12/2022,01/05/2023,26.07,67188,Floo d,Loam,Nitrogn-based,none,1669,18,59,no
3423,suoth,Soybeans,07/04/2021,17/08/2021,25.48,77432,sprnkler,silt,organik,mixed,345.5,13.8,58,No
3424,North,barlay,30/07/2023,29/12/2023,7.9,21944,None,clay,MIXED,MIXED,345.1,19.8,27,No
3425,suoth,Wheat,21/04/2021,08/09/2021,5.64,19292,Flod,SANDY,none,Fungicide,526.4,15.5,26,Yes
3426,North,Rice,17/04/2020,05/08/2020,6.62,27131,SPRINKLER,Peet,Phyosphate-based,none,1148.6,22.4,69,no
3427,South,Barley,24/07/2020,24/10/2020,5.5,18670,SPRINKLER,Clay,Phosphate-based,Herbicid,578.3,29.5,51,No
3428,suoth,Rice,26/04/2022,07/09/2022,30.68,141514,None,sand,Nitrogn-based,Insecticide,1056.1,26.5,69,Yes
3429,West,Soybean,07/11/2021,03/05/2022,10.23,23305,SPRINKLER,Clay,organik,Insectcide,673.8,20.9,26,no
3430,North,Rice,09/01/2024,23/05/2024,12.95,67041,None,SANDY,Nitrogen-based,Herbicide,1061.9,13,65,No
3431,East,Soybean,25/08/2022,07/01/2023,9.09,21175,Drip,Lom,mixd,insecticide,627.5,33.9,29,no
3432,West,wheat,24/07/2020,10/01/2021,47.91,148041,sprnkler,Sandy,Mixed,Insectcide,1962,16.8,45,no
3433,East,wheat,27/10/2023,03/03/2024,42.8,135661,Drip,clay,MIXED,mix ed,1036.2,16.9,31,no
3434,suoth,Wheat,27/04/2024,25/08/2024,11.91,38347,Sprink ler,loam,ORGANIC,mix ed,1512.9,26.1,49,no
3435,East,rice,08/10/2020,11/03/2021,16.71,74822,sprnkler,loam,Nitrogen-based,insecticide,1431,29.3,69,Yes
3436,North,cotton,11/01/2020,15/05/2020,10.89,19307,None,SANDY,None,Fungicide,1032.1,34.6,25,yes
3437,West,Soybean,01/02/2023,09/05/2023,24.85,68763,Sprink ler,Cly,MIXED,Nne,553.8,34.2,33,yes
3438,Soth,corn,17/03/2025,03/09/2025,1.47,7990,Floo d,loam,ORGANIC,herbicide,1070.4,32.8,26,Yes
3439,west,Corn,19/11/2020,21/03/2021,33.73,168661,Nne,Sandy,Nitrogen-based,mix ed,1393.8,20.9,27,No
3440,North,Corn,13/04/2022,30/08/2022,26.4,128243,sprnkler,Peat,MIXED,fungicid,973.8,14.2,68,No
3441,North,Cotton,30/08/2023,01/12/2023,44.98,79055,dripp,Si lt,nitrogen based,Herbicide,255.7,24.6,61,No
3442,Soth,Corn,29/03/2025,06/09/2025,8.64,46312,DRIp,silt,nitrogen based,insecticide,134.2,10.4,68,Yes
3443,West,Cotton,08/12/2024,12/04/2025,40.3,72614,dripp,LOAM,Organic,mix ed,723,14.9,28,no
3444,West,barlay,03/12/2024,31/03/2025,39.7,115126,Dr ip,LOAM,Nitrogn-based,Herbicid,385.4,10.1,45,no
3445,suoth,Corn,01/09/2022,19/12/2022,6.8,33483,None,sand,MIXED,Herbicide,1821.8,14.5,50,No
3446,East,Soybean,04/09/2022,15/01/2023,20.23,40453,flood,PEAT,nitrogen based,mix ed,434.1,21.9,68,Yes
3447,suoth,corn,25/08/2023,12/01/2024,8.92,38355,sprnkler,Clay,organik,Insectcide,849.1,19.8,61,no
3448,Soth,cotton,12/02/2021,05/08/2021,13.11,27811,Sprinkler,loam,None,Insecticide,1452.9,19.2,38,No
3449,suoth,Rice,28/03/2024,13/07/2024,13.53,49863,Dr ip,Si lt,ORGANIC,herbicide,1649.3,30.8,70,No
3450,Soth,wheat,11/08/2021,20/11/2021,28.03,77046,Sprinkler,sand,nitrogen based,MIXED,1007.7,26.9,34,No
3451,West,Soybeans,19/10/2021,06/03/2022,20.86,46174,Dr ip,Peet,none,Mixed,444.2,33.4,50,No
3452,East,Corn,07/08/2021,10/01/2022,47.41,211092,Dr ip,Peat,Phosphate-based,Insecticide,614.7,21.1,34,yes
3453,suoth,cotton,15/08/2023,07/02/2024,6.76,16851,DRIp,Si lt,nitrogen based,None,896,16.8,61,no
3454,North,cotton,01/05/2020,16/10/2020,48.7,81037,dripp,Lom,phosphate based,Insectcide,792.7,13.1,42,yes
3455,South,wheat,02/02/2025,22/07/2025,11.92,43660,Nne,Si lt,None,Herbicide,762.5,26.8,51,no
3456,west,Soybean,23/04/2024,17/10/2024,38.76,92092,Sprinkler,peat,phosphate based,Nne,350.5,31,41,No
3457,North,Wheat,02/07/2020,29/10/2020,17.28,46756,Flood,Silt,nitrogen based,Insecticide,1835.3,14.6,34,no
3458,West,wheat,28/08/2023,18/01/2024,7.58,24049,Nne,Peat,Nitrogen-based,none,156.5,32,35,No
3459,west,Wheat,21/03/2023,19/07/2023,42.97,129935,None,SANDY,Mi xed,mixed,936,23.2,48,No
3460,South,Corn,20/04/2021,30/09/2021,15.79,76611,Drip,Peet,Organic,None,1962.6,13.6,43,No
3461,South,rice,31/12/2022,19/04/2023,33.11,136808,flood,Peat,nitrogen based,Insecticide,1353.5,26.1,68,no
3462,East,Soybeans,21/02/2024,14/07/2024,28.54,71748,Flood,Sandy,ORGANIC,Herbicide,775.3,23,40,no
3463,west,wheat,20/01/2024,28/05/2024,23.85,69236,sprnkler,clay,nitrogen based,fungicid,377.6,10.7,47,No
3464,East,Corn,07/10/2024,23/03/2025,25.04,142771,Floo d,peat,nitrogen based,none,1931.4,20,36,No
3465,North,Corn,02/04/2025,12/08/2025,36.75,143867,DRIp,Silt,Non,insecticide,126.6,29.6,43,no
3466,Soth,Cotton,17/03/2020,11/08/2020,4.84,8351,flood,Cly,Phosphate-based,Fungi cide,1394.6,23.9,49,no
3467,Soth,corn,13/02/2025,22/07/2025,33.57,148004,dripp,SANDY,Phosphate-based,mixed,1772.3,17.1,27,no
3468,Soth,wheat,02/03/2025,16/06/2025,44.84,113172,Drip,Sandy,phosphate based,fungicid,147.8,33.2,37,No
3469,west,corn,24/12/2020,19/04/2021,3.36,17016,sprnkler,LOAM,Non,none,1477.8,15.9,45,Yes
3470,Soth,wheat,05/05/2022,25/10/2022,7.46,24076,Dr ip,Silt,ORGANIC,none,1997.8,16.3,46,No
3471,North,Soybeans,11/12/2024,28/03/2025,35.97,63452,sprnkler,loam,Phosphate-based,fungicid,1315.3,18.9,53,No
3472,East,Cotton,11/09/2024,22/02/2025,22.15,41149,dripp,Lom,Organic,Herbicide,887.9,32.4,67,No
3473,west,cotton,26/12/2020,03/06/2021,20.48,38983,sprnkler,Clay,Phyosphate-based,Insectcide,1761.4,22.7,49,No
3474,East,barlay,27/03/2025,20/09/2025,7.28,19509,dripp,PEAT,none,mixed,1152.9,27.1,47,yes
3475,west,Cotton,26/02/2025,21/06/2025,25.59,41314,none,silt,ORGANIC,Mixed,1523.9,34.4,36,no
3476,East,Corn,15/03/2020,30/06/2020,6.76,32211,Floo d,loam,Mixed,Mixed,1216.8,29.6,47,no
3477,South,Wheat,08/09/2024,15/01/2025,24.09,62392,Flod,Si lt,phosphate based,MIXED,172.8,14.3,29,yes
3478,East,Barley,24/03/2022,18/09/2022,38.3,101861,flood,Cly,Phosphate-based,Fungicide,505,29.7,53,Yes
3479,Soth,Soybeans,01/06/2024,28/11/2024,13.28,24636,Sprink ler,Peat,mixd,Fungi cide,249.7,28.7,29,Yes
3480,South,cotton,11/10/2022,17/03/2023,24.3,46212,Sprink ler,Lom,Phyosphate-based,Insecticide,302.7,15.8,63,no
3481,East,wheat,16/01/2021,03/05/2021,49.6,132751,Sprinkler,Clay,nitrogen based,mixed,129.3,18.1,59,No
3482,west,Soybean,02/04/2025,25/08/2025,34.49,82830,None,LOAM,Mi xed,herbicide,900.2,27.8,59,No
3483,west,Barley,13/03/2024,29/06/2024,42.15,123344,Nne,SANDY,Phyosphate-based,insecticide,439.4,16,41,No
3484,west,wheat,21/11/2024,13/05/2025,21.03,62666,dripp,peat,Phosphate-based,herbicide,1725.8,15.2,54,No
3485,West,Barley,11/03/2025,20/08/2025,38.51,120660,Flod,Si lt,Nitrogen-based,Nne,1525.1,27.6,26,No
3486,North,Cotton,15/08/2021,03/12/2021,2.51,4748,Nne,Silt,MIXED,insecticide,1189,32,39,No
3487,west,Rice,30/11/2024,09/04/2025,6.58,28763,Floo d,Clay,ORGANIC,Insecticide,1029.1,11.9,47,no
3488,South,Barley,17/03/2020,23/06/2020,10.55,34524,Sprinkler,SANDY,None,insecticide,586.2,21.1,66,No
3489,west,Corn,19/01/2020,28/06/2020,20.4,106188,Sprink ler,peat,organik,insecticide,1002.4,25.2,50,No
3490,West,Soy,03/09/2021,08/02/2022,42.36,105569,None,loam,Organic,insecticide,1318.3,26.9,35,No
3491,Soth,Wheat,09/03/2023,22/06/2023,17.64,56209,Drip,Cl ay,ORGANIC,Nne,1586.2,34.9,48,Yes
3492,South,barlay,19/05/2023,09/09/2023,32.9,96390,flood,Clay,Mixed,Insectcide,255.2,27.1,33,No
3493,West,Wheat,07/08/2020,15/12/2020,35.61,122874,Drip,sand,Phosphate-based,Mixed,1446.1,25.5,38,Yes
3494,Soth,Soy,16/03/2025,02/07/2025,29.52,82587,dripp,PEAT,Organic,Herbicid,1511.2,34.7,48,No
3495,suoth,corn,17/11/2021,18/02/2022,18.18,101887,Nne,PEAT,phosphate based,Insectcide,1162,11.5,31,no
3496,suoth,Corn,05/08/2021,13/12/2021,29.06,146259,None,Cl ay,Nitrogn-based,Insectcide,507.2,11.9,34,No
3497,South,Soybean,19/07/2022,08/12/2022,17.44,45831,Drip,San dy,Nitrogn-based,MIXED,1124.5,24,57,No
3498,East,Barley,06/08/2023,26/12/2023,4.65,13649,sprnkler,silt,Nitrogen-based,Fungicide,1055.1,19,57,no
3499,North,corn,17/01/2023,25/05/2023,49.64,203249,DRIp,sand,mixd,Nne,1003.8,12.4,70,no
3500,North,Corn,09/12/2022,04/05/2023,6.8,39451,Sprinkler,loam,ORGANIC,MIXED,975.2,17.7,51,no
